ID	Name	Status	Type	Reads	Created
801143c4-f046-4fbb-a6fc-141b8b2ef699	MSM6J2JD.fastq.gz	Completed	WGS	24.18M	10/27/2020
99cc00ae-cb7d-402b-b3c7-2e623f22ffd6	MSM6J2IG.fastq.gz	Completed	WGS	22.047M	10/27/2020
de801d7b-3d8a-4012-a257-0d1bfded8fea	MSM5LLEP.fastq.gz	Completed	WGS	33.399M	10/27/2020
d4fa566b-c83f-462f-965b-158a2b16856d	MSM5LLDI.fastq.gz	Completed	WGS	11.823M	10/27/2020
79d33ff1-e4f2-4142-876d-97e2b5e9eaf7	MSM6J2PQ_P_healthy.fastq.gz	Completed	WGS	32.901M	10/27/2020
bd2db0af-4419-4aba-98be-c5ca1026c510	MSM5LLHX_P.fastq.gz	Completed	WGS	32.405M	10/27/2020
a78f9a05-7098-467f-8386-7d3f58fecc6c	MSM5LLHR_P.fastq.gz	Completed	WGS	39.494M	10/27/2020
11824312-0a19-4be0-85d7-36807eaf0b72	MSM5LLH2_P.fastq.gz	Completed	WGS	29.085M	10/27/2020
c1fa540f-f914-4a46-a521-c732b6be35e8	MSM5LLGD_P.fastq.gz	Completed	WGS	42.606M	10/27/2020
de9c7dbb-3fd7-4e87-9f7b-bafa585d594b	MSMB4LZZ_healthy.fastq.gz	Completed	WGS	26.12M	10/27/2020
3edc4185-bd67-48d2-90e5-4d0b47ec0d40	MSMB4LXW_healthy.fastq.gz	Completed	WGS	14.08M	10/27/2020
db36de2c-8b6b-49b8-9771-d406c079ad87	MSMA26CX.fastq.gz	Completed	WGS	34.569M	10/27/2020
12a87d95-6d5f-49fe-8692-9306cb9b222b	MSMA26BR_healthy.fastq.gz	Completed	WGS	16.752M	10/27/2020
5aa2fabf-71ba-472f-a073-8f5c7b566b08	MSMA26AL.fastq.gz	Completed	WGS	15.635M	10/27/2020
c5cefcab-283c-4801-969e-762a0c5f8235	MSM9VZLZ.fastq.gz	Completed	WGS	0.863M	10/27/2020
a7de1f4e-9678-4afa-81fd-6f4d4b32b41c	MSM9VZLN.fastq.gz	Completed	WGS	28.664M	10/27/2020
3ad3cbe7-b640-4090-a4de-8cc29a8f7de4	MSM79HDE.fastq.gz	Completed	WGS	28.998M	10/27/2020
c3976920-950e-4908-8b65-d613d8cead2c	MSM79H9W_healthy.fastq.gz	Completed	WGS	28.153M	10/27/2020
3b25420f-5022-4452-9a7e-00cd48f95e47	MSM79H9C_healthy.fastq.gz	Completed	WGS	27.309M	10/27/2020
68757af5-b50c-4e1a-805b-a678feebad11	MSM79H7G.fastq.gz	Completed	WGS	30.143M	10/27/2020
ef608ee7-e10b-4b43-b7e6-d1b20cf75362	MSM6J2QB.fastq.gz	Completed	WGS	25.65M	10/27/2020
792a75b3-3267-410b-a67f-1a856d7cf721	MSM6J2OL.fastq.gz	Completed	WGS	30.052M	10/27/2020
38f702b0-afe0-47c0-bb81-1a6acf675ae2	MSM6J2JT_healthy.fastq.gz	Completed	WGS	29.379M	10/27/2020
ec47c3cc-4830-4bb3-adb6-49c34a875478	MSM6J2HN_healthy.fastq.gz	Completed	WGS	42.295M	10/27/2020
e34f5fd3-a9f8-4f65-971a-3876b9ae0770	MSM5LLDS.fastq.gz	Completed	WGS	10.901M	10/27/2020
a40fb85f-4f88-4c4d-9634-280d7cae8f92	MSM9VZM4_P.fastq.gz	Completed	WGS	1.264M	10/27/2020
557019f1-09b9-4003-a497-b97274beba73	MSM9VZLX_P.fastq.gz	Completed	WGS	27.398M	10/27/2020
d7760b06-3905-42b3-94c6-50599e160b63	MSM5FZ9X_P.fastq.gz	Completed	WGS	24.427M	10/27/2020
9c094cb4-aa9e-4d6c-a9f4-ad49923fce87	MSMB4LZP.fastq.gz	Completed	WGS	19.873M	10/27/2020
7cf0d6ab-36ca-48b0-83f2-bbbf7959a8e3	MSMAPC66.fastq.gz	Completed	WGS	19.58M	10/27/2020
007d337d-e621-4cd2-a856-b7e26cb7078f	MSMAPC5L_healthy.fastq.gz	Completed	WGS	26.252M	10/27/2020
1872781a-c0ef-465d-bba0-63c6968358e3	MSMAPC5H_healthy.fastq.gz	Completed	WGS	21.746M	10/27/2020
f6cd408e-73a8-4565-80a0-292848958187	MSMA26DG_healthy.fastq.gz	Completed	WGS	15.993M	10/27/2020
e6333180-16c7-4f2b-af36-e742e8420f76	MSMA26BV_healthy.fastq.gz	Completed	WGS	16.892M	10/27/2020
7089030a-3433-4e5a-9604-5108841730fd	MSMA26BF_healthy.fastq.gz	Completed	WGS	23.275M	10/27/2020
ecdce5aa-cabf-437b-a965-2fbfdeb6a7f9	MSM5LLDU.fastq.gz	Completed	WGS	99.37k	10/27/2020
8e09a5b2-fdd6-4846-851e-aff2622a6a97	MSM9VZMC_healthy.fastq.gz	Completed	WGS	35.5M	10/27/2020
5052df8d-44cf-4ff4-ad26-c2023b66d751	MSM79HDA.fastq.gz	Completed	WGS	12.044M	10/27/2020
6faaa999-a900-4fca-b65e-f900e8ceba72	MSM6J2OP.fastq.gz	Completed	WGS	34.667M	10/27/2020
0d08e04f-53ed-45aa-8207-8d8cf1ebe2ed	MSMB4LZX_healthy.fastq.gz	Completed	WGS	17.17M	10/27/2020
fe8f08ea-46d7-4c8d-806e-1c82226c4872	MSMAPC6K_healthy.fastq.gz	Completed	WGS	33.715M	10/27/2020
85bf21eb-4945-4878-a117-2d7c01b500cd	MSMAPC6G.fastq.gz	Completed	WGS	32.003M	10/27/2020
c4106783-84c4-4008-b726-d48d689b0e88	MSMAPC55.fastq.gz	Completed	WGS	29.11M	10/27/2020
4f4e4985-9b57-409f-8e2e-facbf06a4c21	MSMA26BJ_healthy.fastq.gz	Completed	WGS	22.525M	10/27/2020
ec7a6198-0fc2-497b-bc4b-a452252bf49b	MSM9VZMA_TR_healthy.fastq.gz	Completed	WGS	23.801M	10/27/2020
076afdd2-544e-44a6-9d02-5e2144399aa5	MSM9VZL9_healthy.fastq.gz	Completed	WGS	30.83M	10/27/2020
04c64e9b-f5ef-422e-8747-e9dde50a4334	MSM9VZKC_healthy.fastq.gz	Completed	WGS	19.501M	10/27/2020
37e45b06-6e83-440e-b083-ba13274fed84	MSM9VZIU.fastq.gz	Completed	WGS	34.025M	10/27/2020
d34cc299-ee1c-4643-8899-1b949cebb129	MSM9VZFF_healthy.fastq.gz	Completed	WGS	30.154M	10/27/2020
8da22234-2a3a-4acb-a9ed-2bd0abb2ab9a	MSM9VZEM.fastq.gz	Completed	WGS	19.408M	10/27/2020
1d1c0ecf-f167-4fc9-b41c-49984dc55279	MSM79H85_healthy.fastq.gz	Completed	WGS	37.675M	10/27/2020
d1bd8a06-4cec-433d-bbd4-320982ef5719	MSM79H81_healthy.fastq.gz	Completed	WGS	26.692M	10/27/2020
100cb67e-a59b-4c1b-9a72-4b041f47ca79	MSM79H6F_healthy.fastq.gz	Completed	WGS	3.719M	10/27/2020
7951271c-c300-4a34-b5c6-4d576b78f950	MSM6J2RQ_healthy.fastq.gz	Completed	WGS	49.711M	10/27/2020
4254a6c1-f853-49db-9ca5-ee4a2986a59b	MSM6J2IM.fastq.gz	Completed	WGS	19.426M	10/27/2020
4410f754-df6f-49b0-8ad8-69bd6f5edd6e	MSM9VZN4_P.fastq.gz	Completed	WGS	20.169M	10/27/2020
15a9faf2-9689-4ace-9a1c-21dd5b71b90d	MSM79H94_P_healthy.fastq.gz	Completed	WGS	66.179M	10/27/2020
e7f0df97-f723-4404-8d76-4ff7a9dbc3ec	MSM5LLIE_P.fastq.gz	Completed	WGS	26.019M	10/27/2020
e47e7247-4e04-4220-8ced-53067585b859	MSM5LLHA_P.fastq.gz	Completed	WGS	23.195M	10/27/2020
cb48a2dd-19b4-4968-9f2b-e265b5c6eac1	MSM5LLFG_P.fastq.gz	Completed	WGS	21.738M	10/27/2020
95fdcd06-456e-4c34-b008-fbc0bcab0d5c	MSMA26BB_healthy.fastq.gz	Completed	WGS	35.419M	10/27/2020
3a476b39-29c6-4f6e-9e76-3a29d5fb37e9	MSMA26AP.fastq.gz	Completed	WGS	22.035M	10/27/2020
dca6f2b5-7653-45d3-8866-bdaa221b3a32	MSM9VZP3.fastq.gz	Completed	WGS	19.114M	10/27/2020
345e0d1c-f888-4000-8efd-d91a646fa1ae	MSM9VZMM_healthy.fastq.gz	Completed	WGS	46.852M	10/27/2020
d94de74e-fe52-4697-9e95-b4a9cdbd816f	MSM9VZLJ_healthy.fastq.gz	Completed	WGS	26.972M	10/27/2020
1fbae7b9-d606-49dd-ae93-a28b5d4dbec5	MSM9VZGW_healthy.fastq.gz	Completed	WGS	24.807M	10/27/2020
148766eb-8fe9-4d7d-9f1f-a3665d28190c	MSM79HCK_healthy.fastq.gz	Completed	WGS	23.582M	10/27/2020
2e643170-eeaf-4e14-870c-3a91d97692b7	MSM79HA1_healthy.fastq.gz	Completed	WGS	42.041M	10/27/2020
02d751fa-0c11-4c76-ae08-98edb8eb390c	MSM79H9K_healthy.fastq.gz	Completed	WGS	24.586M	10/27/2020
a99a7d06-1b7c-4dbb-9ccf-d7bd715616a1	MSM79H87_healthy.fastq.gz	Completed	WGS	38.815M	10/27/2020
938b8a7f-473f-46e7-8306-61f9e4213f07	MSM79H6Y_healthy.fastq.gz	Completed	WGS	12.435M	10/27/2020
cc884e91-4617-41ac-9a90-d7e7d4a4e87f	MSM79H6B.fastq.gz	Completed	WGS	33.405M	10/27/2020
2ab4b9e0-43e3-4326-9d4c-99c564a39a43	MSM6J2RS_healthy.fastq.gz	Completed	WGS	35.572M	10/27/2020
331b1e4a-6a0a-426c-9087-cb8a52cf974a	MSM6J2RO_healthy.fastq.gz	Completed	WGS	32.015M	10/27/2020
e2fbcda9-48b9-4bde-ad85-6a32cd707975	MSM6J2MJ.fastq.gz	Completed	WGS	14.412M	10/27/2020
afe2ef27-4abe-4b8c-af1b-5d683153a4a5	MSM6J2LY_healthy.fastq.gz	Completed	WGS	27.406M	10/27/2020
5c2b56a5-1feb-4027-882d-adcd916a161f	MSM6J2LH.fastq.gz	Completed	WGS	16.069M	10/27/2020
756c0ad1-da04-4ea7-9fbd-a9f0fc0b5c37	MSM6J2JN_healthy.fastq.gz	Completed	WGS	34.086M	10/27/2020
e9add14c-5898-439c-b462-7719e7ef1449	MSM6J2JD.fastq.gz	Completed	WGS	24.18M	10/27/2020
4ef38c1a-508e-442e-92a9-fbe5ae70db84	MSM6J2IG.fastq.gz	Completed	WGS	22.047M	10/27/2020
1d1f59c9-67a1-48bf-aca7-1a272488c51c	MSM5LLEP.fastq.gz	Completed	WGS	33.399M	10/27/2020
12a0d149-0e3e-4930-bd8e-c9931671a241	MSM5LLDI.fastq.gz	Completed	WGS	11.823M	10/27/2020
58431a48-0e94-4bce-a206-3ef2bbb9ab20	MSM6J2PQ_P_healthy.fastq.gz	Completed	WGS	32.901M	10/27/2020
25d02165-4556-45b5-8e34-4cb19e5fd1c3	MSM5LLHX_P.fastq.gz	Completed	WGS	32.405M	10/27/2020
bc6e90a0-d1e2-4e06-bb58-b3417b21de98	MSM5LLHR_P.fastq.gz	Completed	WGS	39.494M	10/27/2020
0634b18e-714d-4649-9a09-95d9d9b9dee6	MSM5LLH2_P.fastq.gz	Completed	WGS	29.085M	10/27/2020
b2a9377a-bc03-44d3-8d54-39ca55fc4dff	MSM5LLGD_P.fastq.gz	Completed	WGS	42.606M	10/27/2020
4a52e768-2855-4897-b1bc-0f9d9d9414d3	MSMB4LZZ_healthy.fastq.gz	Completed	WGS	26.12M	10/27/2020
e37fd5c5-aa22-443a-b348-62132856d1c6	MSMB4LXW_healthy.fastq.gz	Completed	WGS	14.08M	10/27/2020
479d5978-6ea6-4a3e-8ec5-5556c9938d66	MSMA26CX.fastq.gz	Completed	WGS	34.569M	10/27/2020
9fb622ae-12a2-4d72-8fd0-083cf69aa0c5	MSMA26BR_healthy.fastq.gz	Completed	WGS	16.752M	10/27/2020
0415561e-c0a3-4119-9f87-ef989b421c98	MSMA26AL.fastq.gz	Completed	WGS	15.635M	10/27/2020
b420edec-70fe-42bd-a004-43a801be1272	MSM9VZLZ.fastq.gz	Completed	WGS	0.863M	10/27/2020
5d81bf99-4c7d-43e3-9b35-39f93e70ba86	MSM9VZLN.fastq.gz	Completed	WGS	28.664M	10/27/2020
2a214b16-07a5-4a3e-8eee-ea222e937e33	MSM79HDE.fastq.gz	Completed	WGS	28.998M	10/27/2020
69039c3f-af82-41e0-b9f8-679743ce9b9d	MSM79H9W_healthy.fastq.gz	Completed	WGS	28.153M	10/27/2020
069260a9-1934-4e1a-9f55-f22b54d0dd0c	MSM79H9C_healthy.fastq.gz	Completed	WGS	27.309M	10/27/2020
ebe4bfed-3a59-41e0-9779-6e9da927ca9d	MSM79H7G.fastq.gz	Completed	WGS	30.143M	10/27/2020
dd7c97e8-d544-4d62-999f-dd8a40205c5c	MSM6J2QB.fastq.gz	Completed	WGS	25.65M	10/27/2020
0854dd21-11d0-4819-a144-39adf0271650	MSM6J2OL.fastq.gz	Completed	WGS	30.052M	10/27/2020
404f837f-34c0-4958-b4bd-cf866fc60886	MSM6J2JT_healthy.fastq.gz	Completed	WGS	29.379M	10/27/2020
18155b32-e38c-4706-9215-d0f4a1695914	MSM6J2HN_healthy.fastq.gz	Completed	WGS	42.295M	10/27/2020
9c96b7aa-1765-40e6-9752-e92b2ae2a167	MSM5LLDS.fastq.gz	Completed	WGS	10.901M	10/27/2020
de05f342-4b3f-4886-81c6-142f2bfe16ec	MSM9VZM4_P.fastq.gz	Completed	WGS	1.264M	10/27/2020
1fb54ce2-9677-4a42-89a7-5d9d109b7e50	MSM9VZLX_P.fastq.gz	Completed	WGS	27.398M	10/27/2020
7244bdc8-2d76-4b98-86a6-92ca194180f6	MSM5FZ9X_P.fastq.gz	Completed	WGS	24.427M	10/27/2020
48db5582-324c-4e93-9321-8dc713a2bdb9	MSMB4LZP.fastq.gz	Completed	WGS	19.873M	10/27/2020
a7e6cef5-9beb-4007-b686-d5a7ee8fb9ed	MSMAPC66.fastq.gz	Completed	WGS	19.58M	10/27/2020
1e6d1877-e1a0-42ad-b359-7d29348c1afc	MSMAPC5L_healthy.fastq.gz	Completed	WGS	26.252M	10/27/2020
573b4bd2-00e5-4f1a-8728-657fadd5a796	MSMAPC5H_healthy.fastq.gz	Completed	WGS	21.746M	10/27/2020
3b5dd476-626e-4d67-a885-7d913ae92a6b	MSMA26DG_healthy.fastq.gz	Completed	WGS	15.993M	10/27/2020
3b6c1f93-c5c1-4aae-8b82-1c55ed8f3c57	MSMA26BF_healthy.fastq.gz	Completed	WGS	23.275M	10/27/2020
0601d4dd-82f1-40d6-ad12-10651af7e643	MSMA26AV.fastq.gz	Completed	WGS	18.256M	10/27/2020
d1b7acf6-b7a4-4c4c-9aff-d80797fd0d4f	MSMA2688.fastq.gz	Completed	WGS	21.11M	10/27/2020
fe4f7990-b32d-4240-824e-80f4e3486ff2	MSM9VZLD_healthy.fastq.gz	Completed	WGS	19.362M	10/27/2020
2da3a0e0-899d-48ba-99b7-cbb9509b45e3	MSM6J2RK_healthy.fastq.gz	Completed	WGS	43.515M	10/27/2020
c8308170-31ac-452b-9a0f-aee1a953e682	MSM6J2R8.fastq.gz	Completed	WGS	30.211M	10/27/2020
ebe2ff45-d6da-4d37-93b7-85d7655c9eb0	MSM6J2Q3.fastq.gz	Completed	WGS	20.318M	10/27/2020
bbaf00e6-7f8a-43ca-bbe0-7c9692297d9e	MSM6J2JZ_healthy.fastq.gz	Completed	WGS	27.314M	10/27/2020
01fc4e56-6f53-4174-b903-e4d91fc08283	MSM5LLGL.fastq.gz	Completed	WGS	38.31M	10/27/2020
5b3ae426-0dae-46aa-a271-0064d1f55f6c	MSM9VZIW.fastq.gz	Completed	WGS	23.94M	10/27/2020
5619fca9-9fa0-46c9-bb45-753715ed9c9e	MSM9VZHR_healthy.fastq.gz	Completed	WGS	23.821M	10/27/2020
39313d40-39a3-4ff9-bb9f-36bad1b4b48d	MSM79H9Q_healthy.fastq.gz	Completed	WGS	22.302M	10/27/2020
9eb46fd6-fed3-4fc9-80fb-9fbd5fcbb675	MSMB4LXY.fastq.gz	Completed	WGS	36.808M	10/27/2020
3baa3b39-c5a2-4bfb-9749-3d9d287d6f6a	MSM9VZNZ.fastq.gz	Completed	WGS	24.145M	10/27/2020
28ae49cc-8f6e-4345-b7d9-a3e8553f8692	MSM9VZEW.fastq.gz	Completed	WGS	25.912M	10/27/2020
25f13649-968b-44cc-90f5-cb62aff0e6cb	MSM7J16R.fastq.gz	Completed	WGS	29.069M	10/27/2020
adb448a6-ee7d-442b-b65f-9a36c7b8a97f	MSM79H8B_healthy.fastq.gz	Completed	WGS	24.434M	10/27/2020
2386367d-459c-412b-9c6c-7585ae810c35	MSM6J2KC.fastq.gz	Completed	WGS	31.109M	10/27/2020
e8370cbe-e3d5-4585-b471-435ca8c82ac4	MSM79H8J_P_healthy.fastq.gz	Completed	WGS	57.428M	10/27/2020
aebeb407-ecf5-4830-9329-d4e0ba2d5c1c	MSMA26BX_healthy.fastq.gz	Completed	WGS	23.278M	10/27/2020
f383e7c8-7b18-4ab4-88d1-708fa2734e3e	MSM9VZLL.fastq.gz	Completed	WGS	32.771M	10/27/2020
d23afc47-6257-4fb8-aba4-c5fb37069fcc	MSM9VZF7_healthy.fastq.gz	Completed	WGS	39.179M	10/27/2020
e7561a84-dd5b-4bae-9e83-534a835496e2	MSM79HFB.fastq.gz	Completed	WGS	49.523M	10/27/2020
3c09cd10-8834-40eb-85da-1788ca9846fe	MSM6J2HB.fastq.gz	Completed	WGS	5.748k	10/27/2020
53bf22ab-1435-42fa-8c5b-bf19692193fc	MSM6J2HN_healthy.fastq.gz	Completed	WGS	42.295M	10/27/2020
6fbbb822-2aac-442c-9aa7-94e13bd5918c	MSM5LLDS.fastq.gz	Completed	WGS	10.901M	10/27/2020
9b3b9d74-a0fd-4b03-b75f-47f556a6fe8e	MSM9VZM4_P.fastq.gz	Completed	WGS	1.264M	10/27/2020
62b33e39-4d3e-4896-943a-b7fdc7b0e84f	MSM9VZLX_P.fastq.gz	Completed	WGS	27.398M	10/27/2020
0f668cce-4ff3-46ca-b086-578f0a7e3f42	MSM5FZ9X_P.fastq.gz	Completed	WGS	24.427M	10/27/2020
5ded8ffe-dbc6-46d0-b5a0-28666f3379d8	MSMB4LZP.fastq.gz	Completed	WGS	19.873M	10/27/2020
2fe18994-4f0c-4c24-9919-415963ced49c	MSMAPC66.fastq.gz	Completed	WGS	19.58M	10/27/2020
6c2227b5-3276-429e-8468-bac4d6cf0b9a	MSMAPC5L_healthy.fastq.gz	Completed	WGS	26.252M	10/27/2020
1846cfff-d0cc-4314-b401-28b6b2689a11	MSMAPC5H_healthy.fastq.gz	Completed	WGS	21.746M	10/27/2020
e33ff2c5-d8fc-47ed-83b4-391f28807bf3	MSMA26DG_healthy.fastq.gz	Completed	WGS	15.993M	10/27/2020
60dbd5bc-1701-4c8a-95b9-1da058955c9e	MSMA26BV_healthy.fastq.gz	Completed	WGS	16.892M	10/27/2020
7d3b1d21-fcc9-439c-b353-20f2969520b1	MSMA26BF_healthy.fastq.gz	Completed	WGS	23.275M	10/27/2020
54132085-e738-416f-bf27-f9b06717553f	MSMA26AV.fastq.gz	Completed	WGS	18.256M	10/27/2020
490e2791-01cd-47e8-8748-1f9031d0917c	MSMA2688.fastq.gz	Completed	WGS	21.11M	10/27/2020
57c7d687-9f2f-4cab-a3d6-c0bbe32e9ba4	MSM9VZLD_healthy.fastq.gz	Completed	WGS	19.362M	10/27/2020
9bd79c8d-18c5-4968-bd5a-22e39e06c9e2	MSM9VZL5_healthy.fastq.gz	Completed	WGS	38.803M	10/27/2020
857b9112-611c-43a6-b552-d9d1ab5d0a77	MSM9VZKE_healthy.fastq.gz	Completed	WGS	31.857M	10/27/2020
8a2d4ec6-7c7a-4e4c-a917-a598ef2164a8	MSM9VZIS.fastq.gz	Completed	WGS	24.525M	10/27/2020
6d7fd913-371a-40aa-8658-6dd13f5f7ff8	MSM9VZHZ_healthy.fastq.gz	Completed	WGS	15.191M	10/27/2020
d58704bc-46b3-40f4-aaa5-c619ea319e00	MSM79HES_healthy.fastq.gz	Completed	WGS	29.295M	10/27/2020
a22e793a-c718-4a10-956b-63749c565af3	MSM79HDG_TR.fastq.gz	Completed	WGS	20.969M	10/27/2020
043f075e-59ca-4bae-ba3c-dd0a326e1072	MSM79HC8_healthy.fastq.gz	Completed	WGS	25.09M	10/27/2020
a35f0300-6b41-4f89-a9aa-f09b13f18e55	MSM79HBN.fastq.gz	Completed	WGS	15.446M	10/27/2020
addc1cef-b7b8-4ba6-8fb2-a85d0b0cc800	MSM79H9Y_healthy.fastq.gz	Completed	WGS	26.813M	10/27/2020
6d8e16ab-6bf8-4913-b486-24ca88a149a3	MSM79H5Q_healthy.fastq.gz	Completed	WGS	29.288M	10/27/2020
489d27b0-da45-48d8-a427-4f8e0a35afb4	MSM6J2RK_healthy.fastq.gz	Completed	WGS	43.515M	10/27/2020
5029d9f1-23a3-4e4e-b586-4f419c550e6c	MSM6J2R8.fastq.gz	Completed	WGS	30.211M	10/27/2020
752b2e89-4b76-412e-a6a0-42c0ca0a6210	MSM6J2Q3.fastq.gz	Completed	WGS	20.318M	10/27/2020
d68c29c4-5555-41bd-b98d-0376dc6fda2c	MSM6J2JZ_healthy.fastq.gz	Completed	WGS	27.314M	10/27/2020
d7aeeb7e-4caf-45cb-99af-60a2617113c8	MSM5LLGL.fastq.gz	Completed	WGS	38.31M	10/27/2020
26c01739-cf67-48ba-bfd1-a57543ba4654	MSM5LLDM.fastq.gz	Completed	WGS	19.231M	10/27/2020
eb91a8b0-649c-492a-b290-ba1f22a318c0	MSM5LLIS_P.fastq.gz	Completed	WGS	35.145M	10/27/2020
621412fc-fe74-4253-9719-734f12aae48e	MSM5LLI4_P.fastq.gz	Completed	WGS	27.713M	10/27/2020
680f4f8f-4b24-47d9-9425-ae578ab6b158	MSM5LLGN_P.fastq.gz	Completed	WGS	41.935M	10/27/2020
8a563af3-0484-4529-b412-d9329b9733a8	MSM5LLD6_P.fastq.gz	Completed	WGS	21.995M	10/27/2020
6e86c529-8021-49c7-831c-d29bcddace8c	MSM9VZOO_healthy.fastq.gz	Completed	WGS	22.352M	10/27/2020
7d012040-0eab-4fc0-a303-31333e87282c	MSM9VZLT.fastq.gz	Completed	WGS	19.647M	10/27/2020
993b1982-319b-4ece-925a-02c22f45ede9	MSM9VZJ3.fastq.gz	Completed	WGS	50.209M	10/27/2020
e7af8f50-f3d1-49f9-81eb-455dd612753f	MSM9VZIW.fastq.gz	Completed	WGS	23.94M	10/27/2020
6f611b59-cfb0-4cc9-8716-b23ab430613e	MSM9VZHR_healthy.fastq.gz	Completed	WGS	23.821M	10/27/2020
31b52107-0716-455c-8aa8-7fec6d64c90c	MSM79H9Q_healthy.fastq.gz	Completed	WGS	22.302M	10/27/2020
c2177ae5-e9ab-42ba-90ff-8a34376233e8	MSM79H9G_healthy.fastq.gz	Completed	WGS	30.496M	10/27/2020
2cf28c6c-d832-42d6-8cba-10be16895f97	MSM79H6L_healthy.fastq.gz	Completed	WGS	34.045M	10/27/2020
e6318361-bc37-4d12-b68e-28c501538554	MSM6J2SI_healthy.fastq.gz	Completed	WGS	26.816M	10/27/2020
c518dee4-0d82-4250-8f07-7c5d6839c542	MSM6J2QJ_healthy.fastq.gz	Completed	WGS	22.608M	10/27/2020
de264c40-b47a-4a32-a612-c1cc817f823c	MSM6J2Q1_healthy.fastq.gz	Completed	WGS	34.603M	10/27/2020
6b95f816-f940-4f41-b3ea-716a89644091	MSM6J2J1.fastq.gz	Completed	WGS	27.406M	10/27/2020
530c35e4-6a21-4aea-93d5-309baf3388af	MSM6J2IO.fastq.gz	Completed	WGS	26.713M	10/27/2020
a79acadc-4fef-4096-91f0-515322065b47	MSM5LLHQ_P.fastq.gz	Completed	WGS	30.067M	10/27/2020
e3dce46e-0a4f-4799-b48b-e95697f2963d	MSM5FZ9N_P.fastq.gz	Completed	WGS	34.223M	10/27/2020
d8595b28-fb18-4173-834f-cd29450d76fd	MSMB4LXY.fastq.gz	Completed	WGS	36.808M	10/27/2020
67c4f98b-96f7-4043-a1e3-c6ae984a136b	MSMAPC5Z.fastq.gz	Completed	WGS	22.98M	10/27/2020
5f05ee8f-1bb3-40b8-a539-e92baa57dc73	MSMA26BT_healthy.fastq.gz	Completed	WGS	34.212M	10/27/2020
712f5a8d-9c31-4a10-90be-6285df1fac1e	MSMA26AT.fastq.gz	Completed	WGS	19.156M	10/27/2020
da97df19-8d69-4a81-8e08-af70cc42bc9f	MSM9VZNZ.fastq.gz	Completed	WGS	24.145M	10/27/2020
f0b6eea6-4612-4e4b-8d4f-14450b89e692	MSM9VZMI_healthy.fastq.gz	Completed	WGS	45.492M	10/27/2020
ed6f66d3-504e-4c2f-8344-4e47e85a6dd8	MSM9VZIM.fastq.gz	Completed	WGS	15.967M	10/27/2020
85814174-6a2d-4ad8-ab93-d56443274a2a	MSM9VZHJ_healthy.fastq.gz	Completed	WGS	20.335M	10/27/2020
460ae317-9d4c-418c-bb18-6988ffeae59d	MSM9VZGY_healthy.fastq.gz	Completed	WGS	12.643M	10/27/2020
4cf4a2f7-b8ec-4a11-9f01-6318cb453878	MSM9VZFL_healthy.fastq.gz	Completed	WGS	23.952M	10/27/2020
b2211ade-c9a1-43b2-9965-0ced02262d62	MSM9VZEW.fastq.gz	Completed	WGS	25.912M	10/27/2020
66aa175a-6ee0-4c5e-993e-9fc00f03204e	MSM7J16R.fastq.gz	Completed	WGS	29.069M	10/27/2020
9b1548ee-5441-4bab-b20b-82cb813098fe	MSM79HEW_healthy.fastq.gz	Completed	WGS	12.583M	10/27/2020
e7834240-b049-4f76-a6d2-539b48b4b570	MSM79HDU.fastq.gz	Completed	WGS	25.199M	10/27/2020
bb290670-64c4-4502-a286-51a0602d5608	MSM79HCR_healthy.fastq.gz	Completed	WGS	12.104M	10/27/2020
5c897823-95e8-4183-9e87-3ab3aa209b43	MSM79HCI_healthy.fastq.gz	Completed	WGS	26.923M	10/27/2020
2dca837f-6873-4630-8211-8ed034d2b329	MSM79HB6_healthy.fastq.gz	Completed	WGS	23.18M	10/27/2020
1203e165-edcf-43ab-9980-f805c1b3f8a4	MSM79HAR.fastq.gz	Completed	WGS	32.881M	10/27/2020
87de4b19-6bae-4843-adcf-f22aecfe0cc2	MSM79H8F_healthy.fastq.gz	Completed	WGS	27.073M	10/27/2020
ff42851a-fb5e-476d-b339-d049949d44a3	MSM79H8B_healthy.fastq.gz	Completed	WGS	24.434M	10/27/2020
ad5d31d6-2529-4fb7-ac36-1670ca115012	MSM79H5Y_healthy.fastq.gz	Completed	WGS	32.88M	10/27/2020
1bc1d3e2-8de5-4a58-bd54-bebd0d05ccaa	MSM79H5G_healthy.fastq.gz	Completed	WGS	24.096M	10/27/2020
05f36bf9-2f99-4c0b-a1bb-76df897ab5ef	MSM79H5A_healthy.fastq.gz	Completed	WGS	25.136M	10/27/2020
8f70d5cb-fbb3-4f7a-9354-42f365aa2f4e	MSM6J2QP_healthy.fastq.gz	Completed	WGS	29.78M	10/27/2020
d94ecd85-f42e-4204-b2a5-635bd2bc4a92	MSM6J2OJ.fastq.gz	Completed	WGS	39.284M	10/27/2020
b18fe779-0e3d-4137-979d-7e1d587d7f6a	MSM6J2KC.fastq.gz	Completed	WGS	31.109M	10/27/2020
cd3acd7a-8505-4257-b0ef-48c1f177bed0	MSM79H8J_P_healthy.fastq.gz	Completed	WGS	57.428M	10/27/2020
253f43fd-8d7b-474b-89ed-aa7c015bc8a8	MSM6J2JH_P_healthy.fastq.gz	Completed	WGS	24.414M	10/27/2020
